asn,name,category
53016,PRODEPA - Emp Tec da Inf e Com do Estado do Pará,gov
53116,Informática de Municípios Associados S/A - IMA,gov
53159,SUPREMO TRIBUNAL FEDERAL,gov
53188,CONS NAC DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGI,gov
53203,Inst. de Tec. da Informação e Comunicação do ES.,gov
53204,Parque Ecológico São Carlos / PMSC,gov
53302,Baltimore County Government,gov
53442,City of Coquitlam,gov
53455,"Government of Newfoundland and Labrador, Office of th...",gov
53472,City of Kirkland Washington,gov
53500,Wisconsin Department of Justice,gov
53527,Los Angeles Sheriffs Department,gov
53789,City of Lebanon,gov
54050,Government Personnel Mutual Life Insurance Company,gov
54068,"City of Greenville, SC",gov
54099,City of Savannah,gov
54156,City of Huntsville,gov
54157,Orange County Government,gov
54179,Ventura County Office of Education,gov
54199,City of Frisco,gov
54222,City of Cedar Park,gov
54245,City of Durango,gov
54332,City of Boise,gov
54371,City of Roseville - Minnesota,gov
54385,City of Tolleson,gov
54469,City of Vacaville,gov
54474,City of Santa Cruz,gov
54549,"City of Vallejo, A municipal corporation",gov
54669,Larimer County Government,gov
54735,Peraton Labs Inc.,gov
54797,CITY OF AURORA,gov
54832,City of Carlsbad,gov
54883,"City of Richmond, Virginia",gov
54885,State of Idaho,gov
55046,"National Government Services, Inc.",gov
55063,City of Fairfax,gov
55131,United States Special Operations Command,gov
55135,High Performance Data Facility,gov
55178,City of Morganton,gov
55330,Afghan Telecom,gov
55433,Centre for Development of Advanced Computing,gov
55435,Whangarei District Council,gov
55446,CENTRE FOR DEVELOPMENT OF TELEMATICS,gov
55566,Inter University Centre for Astronomy and Astrophysics,gov
55580,Moreton Bay Regional Council - Pine Rivers Office,gov
55741,West Bengal Electronics Industry Development,gov
55870,Darwin City Council,gov
56051,Department of Water (WA),gov
56105,Department of Education and Training - Victoria,gov
56141,Danang ICT Infrastructure Development Center,gov
56236,Badan Narkotika Nasional,gov
56506,Main Department of Internal Affairs of the Samara region,gov
56519,Ministerul Apararii Nationale,gov
56557,Department of Digital Development of the Voronezh region,gov
56561,Central Bank of the Republic of Armenia,gov
56588,Information System Authority,gov
56670,West Sussex County Council,gov
56751,Ministry of Internal Affairs of Ukraine,gov
56855,Ministry of Internal Affairs,gov
56929,WANDSWORTH-BOROUGH-COUNCIL,gov
56974,State Revenue Committee of the Republic of Armenia,gov
56978,National Security and Defence Council of Ukraine Staff,gov
57058,Road Traffic Safety Directorate Republic of Latvia,gov
57124,Gemeente Maastricht,gov
57201,Estonian Defence Forces,gov
57352,Rossiya Segodnya,gov
57445,Administration of the President of Georgia,gov
57580,Federal State Budgetary Institution Research Center ...,gov
57602,Statens Jordbruksverk,gov
57637,Government of the Khabarovsk Krai,gov
57729,Kópavogsbær,gov
57736,Holstebro Kommune,gov
57956,Rīgas satiksme,gov
57965,International Committe of the Red Cross (ICRC),gov
57968,Ministry of Foreign Affairs,gov
58031,"Government Communication Agency, republic of Abkhazia",gov
58083,Gemeente Zaanstad,gov
58151,National Library of Turkey,gov
58185,Ministry of Justice of Georgia,gov
58282,Statens IT,gov
58469,Ministry of Communication & IT,gov
58476,Direktorat Jenderal Pajak,gov
58488,Pusdatin KKP,gov
58545,DUBBO REGIONAL COUNCIL,gov
58716,Penrith City Council,gov
58812,Information Technology Center,gov
59132,Bank Indonesia,gov
59142,Pemerintah Kota Batam,gov
59151,Diskominfo DIY,gov
59189,"Department of Information Technology & Communication,...",gov
59193,IIT Hyderabad,gov
59503,LEPL Digital Governance Agency,gov
59619,Blackpool Borough Council,gov
59715,Comune di San Benedetto del Tronto,gov
59801,Main Center of Information and Computing Ministry of ...,gov
60179,GBU RS(Y) YARMIAC,gov
60279,Gmina Miasta Elk,gov
60324,Latvijas Sabiedriskais medijs VSIA,gov
60562,Ministry Of Health and Medical Education,gov
60583,SOCIETATEA NATIONALA NUCLEARELECTRICA SA BUCURESTI SU...,gov
60903,Tyrnävän kunta,gov
60967,National system of payment cards Joint-stock Society,gov
60997,Stadt Koeln,gov
61014,JSC Kurganmashzavod,gov
61106,PS Cloud Services LLC,gov
61128,Odense Kommune,gov
61160,Biblioteca Apostolica Vaticana,gov
61352,Staatsbetrieb Saechsische Informatik Dienste,gov
61353,INSTITUTUL NATIONAL DE CERCETARE DEZVOLTARE PENTRU FI...,gov
61458,GOBIERNO AUTÓNOMO MUNICIPAL DE LA PAZ,gov
61569,Tribunal Regional Federal da 1a Regiao,gov
61572,CONTROLADORIA-GERAL DA UNIÃO,gov
61612,DEPARTAMENTO DE CIÊNCIA E TECNOLOGIA AEROESPACIAL,gov
61656,AGENCIA NACIONAL DE TELECOMUNICACOES - ANATEL,gov
61738,Sec. de Estado de Plan. e Orçamento do DF,gov
61779,Prefeitura do Municipio de Piracicaba,gov
61903,MUNICIPIO DE NOVO HAMBURGO,gov
61933,Prefeitura Municipal de Tangara da Serra,gov
62022,City of Espoo,gov
62090,Randers Kommune,gov
62186,Gjovik Kommune,gov
62220,State Regional Development Agency Republic of Latvia,gov
62260,AB LIETUVOS PASTAS,gov
62364,Plymouth City Council,gov
62507,"City of Hampton, Virginia",gov
62548,City of Norwich Department of Public Utilities,gov
62559,CITY OF PEORIA,gov
62648,City of Mont Belvieu,gov
62658,City of Wyandotte,gov
62798,"Point Broadband Fiber Holding, LLC",gov
62841,City of New Orleans,gov
62924,"City of Bryan, Texas",gov
63010,"City of LaGrange, Georgia",gov
63097,City of Poway,gov
63254,Department of Information Technology,gov
63316,City of Foster City,gov
63317,Greenville County,gov
63385,Gouvernement du Quebec (Government of Quebec),gov
63500,Lembaga Pengembangan Teknologi Informasi dan Komunikasi,gov
63770,Industrial Cyber Security Center of Excellence,gov
63932,Bangladesh Computer Council,gov
64026,Pemerintah Kabupaten Cirebon,gov
64261,City of Cartersville,gov
131150,"Education Bureau, Kaohsiung City Government, Taiwan",gov
131239,Auckland Council,gov
131268,Sunshine Coast Regional Council,gov
131279,Ryugyong-dong (DPRK),gov
131341,"Department of Information Technology, Government of Nepal",gov
131693,Kementerian Agama (KEMENAG),gov
131724,Diskominfo Jateng,gov
131765,Kemendagri RI,gov
131782,Kementerian Badan Usaha Milik Negara,gov
131784,Sumber Daya dan Perangkat Pos dan Informatika,gov
131785,Mahkamah Agung RI,gov
132027,Hastings District Council,gov
132043,Directorate Of IT Maharashtra,gov
132066,New Plymouth District Council,gov
132117,Ministry of Interior,gov
132205,YARRA CITY COUNCIL,gov
132219,Ministry of Maori Development (Te Puni Kokiri),gov
132228,Vanuatu Government,gov
132237,GOVERNMENT TECHNOLOGY AGENCY,gov
132293,GOVERNMENT TECHNOLOGY AGENCY,gov
132321,NORTHERN TERRITORY OF AUSTRALIA,gov
132469,Department of Primary Industries and Regional Development,gov
132599,Ministry of Posts and Telecommunication,gov
132616,Ipswich City Council,gov
132634,Direktorat e-Government,gov
132723,Tararua District Council,gov
132909,ACT Government InTACT Group,gov
133015,City of Stirling,gov
133037,KERALA STATE IT MISSION,gov
133102,Sydney Anglican Home Mission Society Council,gov
133345,KEMENKO POLHUKAM RI,gov
133383,Vanuatu Government,gov
133387,GOVERNMENT TECHNOLOGY AGENCY,gov
133826,Direktorat Jenderal Pendidikan Tinggi,gov
133839,Dinas Komunikasi dan Informatika Tangerang Kota,gov
134073,The Revenue Department,gov
134099,CASS - NZ Central Government,gov
134111,Commonwealth Scientific and Industrial Research Organ...,gov
134131,Whakatane District Council,gov
134164,NSW Government Telecommunications Authority,gov
134635,Diskominfo Kab. Banyuwangi,gov
134659,Diskominfo DKI Jakarta,gov
134690,Chulachomklao Royal Military academy member of UniNet,gov
134819,GOVT OF INDIA,gov
135008,GOVERNMENT TECHNOLOGY AGENCY,gov
135018,Manly Council,gov
135118,The Corporation of the City of Adelaide,gov
135457,Badan Siber dan Sandi Negara,gov
135471,PEMERINTAH KABUPATEN BOYOLALI,gov
135472,Diskominfo Kab. Sleman,gov
135473,BPJS Ketenagakerjaan,gov
135485,Pemerintah Kota Kediri,gov
135551,Malaysian Communication and Multimedia Commission,gov
135666,Government Data Center (DITT/MoIC),gov
135675,Queensland Local Government Superannuation Board,gov
135769,U R Rao Satellite Centre,gov
135835,Sardar Vallabhbhai Patel National Police Academy,gov
135860,New Delhi Municipal Council,gov
136035,Department of Tourism,gov
136060,Disinfolahtal,gov
136067,Diskominfo Kab. Bantul,gov
136085,Pemerintah Kabupaten Bojonegoro,gov
136087,Kementerian Ketenagakerjaan RI,gov
136094,Markas Besar TNI Angkatan Darat,gov
136154,Rockhampton City Council,gov
136291,Madhya Pradesh State Electronics Development Corporat...,gov
136601,GOVERNMENT TECHNOLOGY AGENCY,gov
136656,Jharkhand Agency For Promotion Of Information Technology,gov
136659,"Itec Department, Government Of Telangana",gov
136667,Space Applications Centre,gov
136701,National Highways Authority Of India,gov
136842,PEMERINTAH PROVINSI PAPUA,gov
136882,Diskominfotik Kota Cirebon,gov
136889,Diskominfo Kab. Sidoarjo,gov
136971,Wyndham City Council,gov
137287,DINAS KOMUNIKASI DAN INFORMATIKA KAB. BEKASI,gov
137291,Diskominfo Kab. Trenggalek,gov
137294,Pusat Hidrografi dan Oseanografi TNI Angkatan Laut,gov
137308,Diskominfo Kab. Klaten,gov
137318,Diskominfo Kab. Pati,gov
137340,Dinas Komunikasi dan Informatika Pemerintah Kota Depok,gov
137342,Diskominfo Tangerang Selatan,gov
137361,Diskominfo Kab. Malang,gov
137379,Diskominfo Kota Bekasi,gov
137381,Diskominfo Kab. Grobogan,gov
137540,Bangladesh Roads and Highways Department,gov
137590,Ua E Governance In Pmu,gov
137646,Department of Governance Reforms,gov
137671,"ITE&C DEPARTMENT, GOVERNMENT OF A.P.",gov
138050,Dinas Komunikasi Provins Jawa Barat,gov
138055,BADAN INTELIJEN NEGARA,gov
138059,PEMERINTAH KABUPATEN PURWOREJO,gov
138071,Pemerintah Provinsi Kalimantan Tengah,gov
138082,DINAS KOMINFO PASURUAN,gov
138086,Mahkamah Konstitusi RI,gov
138095,PEMERINTAH KABUPATEN NGAWI,gov
138097,Diskominfo Kep. Riau,gov
138114,Diskominfo Kab. Tangerang,gov
138127,Pemerintah Kabupaten Madiun,gov
138247,Liquid Propulsion Systems Centre,gov
138488,Moonee Valley City Council,gov
138727,Center For E-governance,gov
138806,Diskominfo Kab. Kulon Progo,gov
138835,Diskominfo Kab. Pacitan,gov
138851,Pemerintah Kota Payakumbuh,gov
138852,Dinas Komunikasi dan Informatika Kabupaten Badung,gov
138858,PEMERINTAH DAERAH KABUPATEN JAYAPURA,gov
139154,Big Data Center Of Shandong Province,gov
139237,Nepal Police,gov
139364,Pemerintah Kabupaten Gunungkidul,gov
139368,Diskominfo Prov. Kalimantan Selatan,gov
139439,PT Perusahaan Pengelola Aset,gov
139501,National Crime Records Bureau,gov
139614,BANGKO SENTRAL NG PILIPINAS,gov
139828,Ministry of Social Development,gov
139940,Dinas Komunikasi dan Informatika Kabupaten Sampang,gov
139943,Dinas Komunikasi dan Informatika Kabupaten Garut,gov
139948,Diskominfo Kota Banjarbaru,gov
139980,Diskominfo Kota Tasikmalaya,gov
139992,Diskominfo Kab. Cilacap,gov
140002,Kantor Kesehatan Pelabuhan Kelas II Semarang,gov
140023,Dinas Komunikasi dan Informatika Kota Madiun,gov
140110,Vikram Sarabhai Space Centre,gov
140170,Office Of The Registrar General India,gov
140424,Diskominfosantik Sulawesi,gov
141048,Diskominfo Kab. Kuningan,gov
141058,Pemerintah Kabupaten Soppeng,gov
141066,Diskominfo Kab. Samosir,gov
141288,National Institute Of Science Education And Research ...,gov
141295,Madhya Pradesh Agency For Promotion Of Information ...,gov
141478,Director National Institute Of Technology Calicut,gov
141501,National Informatics Centre Services Incorporated,gov
141583,BLDK Mahkamah Agung,gov
141644,Dinas Komunikasi dan Informatika Kabupaten Blora,gov
141659,Badan Nasional Penanggulangan Bencana,gov
142314,Diskominfosantik Kab. Buleleng,gov
142343,Diskominfo Kab. Rembang,gov
142384,Diskominfo Kab. Jember,gov
147136,Dinas Komunikasi dan Informasi Kabupaten Sragen,gov
147171,Badan Riset dan Inovasi Nasional,gov
149154,Department of Science and Technology of Lao Cai province,gov
149265,Isro Inertial Systems Unit,gov
149372,Institut Agama Islam Negeri Bukittinggi,gov
149375,Diskominfosantik Kab. Serang,gov
149384,Dinas Komunikasi dan Informatika Kabupaten Tabalong,gov
149402,Diskominfo Kab. Probolinggo,gov
149607,National Forensic Sciences University,gov
149676,Dinas Komunikasi dan Informatika Kabupaten Lumajang,gov
149699,RSUD Dr Moewardi,gov
149748,Dinas Komunikasi Dan Informatika Kab. Pamekasan,gov
149889,Diskominfo Kab. Soralangun,gov
149968,Diskominfo Kabupaten Humbang Hasundutan,gov
149974,Dinas Komunikasi dan Informatika Kabupaten Pemalang,gov
150188,Diskominfo Kab. Belitung,gov
150283,"Dinas Komunikasi Informatika, Statistik dan Persandia...",gov
150442,Bangladesh Fire Service and Civil Defense,gov
150925,Diskominfo Kab. Sumenep,gov
150943,Diskominfotiksan Kota Dumai,gov
151007,Diskominfo Kab. Muaro Jambi,gov
151561,PT ASABRI,gov
151645,Ministry of Justice,gov
152422,Dinas Komunikasi dan Informatika Kabupaten Lamongan,gov
152576,DEPARTMENT OF CONSUMER AFFAIRS,gov
152671,SPARCS,gov
153075,BPJS Kesehatan,gov
153213,DEPARTMENT OF IT AND COMMUNICATION,gov
154367,"Dinas Komunikasi dan Informatika, Statistik Dan Persa...",gov
196722,Schweizerische Nationalbank,gov
196778,Transport for London,gov
196821,AzInTelecom LLC,gov
196852,National Health Insurance Fund Republic of Lithuania,gov
196870,Freistaat Thueringen,gov
196902,Dudley Metropolitan Borough Council,gov
197016,Provincie Friesland,gov
197136,Ministry of Foreign Affairs,gov
197370,Nottinghamshire County Council,gov
197489,State Corporation Bank of Development WEB.RF,gov
197497,OFFICE OF THE PRIME-MINISTER OF THE REPUBLIC OF ARMEN...,gov
197553,Federal State Budgetary Institution State Research I...,gov
197668,Kirov Region Governor and Government Administration,gov
197829,Gobierno de Navarra,gov
197869,Luxembourg House of Cybersecurity,gov
197874,"Landeshauptstadt Muenchen, it@M",gov
197942,Forsakringskassan,gov
197973,Registers Iceland,gov
198033,Ministry of finance of Ukraine,gov
198142,Warrington Borough Council,gov
198435,DVZ Datenverarbeitungszentrum Mecklenburg-Vorpommern GmbH,gov
198472,Manchester City Council,gov
198530,Haderslev Kommune,gov
198531,Silkeborg Kommune,gov
198561,Legal Entity Under Public Law Financial Analytical Service,gov
198687,Provincie Noord-Holland,gov
198730,Ministerie van Financien,gov
198815,Ríkisútvarpið Ohf,gov
199131,City of York Council,gov
199148,Ministry of Health of Russian Federation,gov
199189,CHAMBER OF COMMERCE AND INDUSTRY OF ROMANIA,gov
199300,The State Agency of Medicines of Latvia,gov
199350,Ministerstvo financi,gov
199541,EUROCONTROL,gov
199583,Municipal Government Institution of Krasnodar city Mu...,gov
199663,Treasury Republic of Latvia,gov
199729,Ministry of Education,gov
199844,RARIK ohf.,gov
200145,Aarhus Kommune,gov
200189,Banca Nationala a Moldovei,gov
200364,Department of Press and Mass Media of Altay region,gov
200521,Ministerio de Transformacion Digital y de la Funcion ...,gov
200538,Rudersdal Kommune,gov
200568,LEPL Digital Governance Agency,gov
200630,Valtion tieto- ja viestintätekniikkakeskus Valtori,gov
200764,DEPARTEMENT DU GARD,gov
200777,Deutsche Welle Anstalt des Oeffentlichen Rechts,gov
201139,Alavuden Kaupunki,gov
201174,Tbilisi City Hall,gov
201547,National Library of Latvia,gov
201557,Valoo Oy,gov
201643,GBU SO Operator of Electronic Government,gov
201688,Bilgi Teknolojileri ve iletisim Kurumu,gov
201720,Fredensborg Kommune,gov
201762,Royal Borough of Kingston Council,gov
201859,Ministeries van de Vlaamse Gemeenschap,gov
201897,Freeport of Riga,gov
202024,TELECOMMUNICATIONS AND DIGITAL GOVERNMENT REGULATORY ...,gov
202123,Nationale Alarmzentrale NEOC,gov
202342,Federal State Budgetary Institution National Medical...,gov
202394,KP Irpinkomunikaciaservice Irpin City Council,gov
202407,Pohjois-Pohjanmaan Sairaanhoitopiirin kuntayhtyma,gov
202519,Welsh Government,gov
202553,Dienst Uitvoering Onderwijs,gov
202655,Ministry of Education (MOE),gov
202710,ABnet Sh.p.k,gov
202865,Dicastero per la Comunicazione,gov
202961,Alabuga Special Economic Zone,gov
203147,Ministry Of Interior - Kuwait,gov
203242,Gemeente Geldrop-Mierlo,gov
203310,Ministry of Internal Affairs,gov
203311,NATO Cooperative Cyber Defence Centre of Excellence,gov
203396,Ministerie van Economische Zaken,gov
203474,Gemeente De Fryske Marren,gov
203506,MINISTRY OF DEFENCE OF MONTENEGRO (MINISTARSTVO ODBRA...,gov
203581,Region Hovedstaden,gov
203609,Suomen Erillisverkot Oy,gov
203665,UK Ministry of Defence,gov
203673,Alesund Kommune,gov
203703,IT Baden-Württemberg (BITBW),gov
204182,Ministeries van de Vlaamse Gemeenschap,gov
204206,Digital Dubai Government Establishment,gov
204222,His Majestys Revenue and Customs,gov
204260,Registers of Scotland,gov
204341,Valtion tieto- ja viestintätekniikkakeskus Valtori,gov
204452,Vaestorekisterikeskus,gov
204486,Cheshire East Council,gov
204635,Dienst Wegverkeer,gov
204679,NAUKOWA I AKADEMICKA SIEC KOMPUTEROWA - PANSTWOWY INS...,gov
204806,Ministry of Interior - Telecommunication Department,gov
205033,Stadt Regensburg,gov
205250,Turun Kaupunki,gov
205346,Lennuliiklusteeninduse AS,gov
205370,Maritime Administration of Latvia,gov
205461,Pole emploi,gov
205471,Telephone Network of Ashgabat City CJSC,gov
205637,Gemeente Amsterdam,gov
205760,Syddjurs Kommune,gov
205861,Unitatea Militara 02630,gov
205989,relaxt Webdienstleistungsagentur GmbH,gov
206010,Rekstrarfélag Stjórnarráðsins,gov
206341,Stadt Dortmund,gov
206418,Gentofte Kommune,gov
206458,Het Vlaams Parlement,gov
206490,Southend-on-Sea City Council,gov
206600,Ministry of Foreign Affairs Republic of Latvia,gov
206629,Ministry of Justice,gov
206645,Ministry of Regional Development and Public Works,gov
206845,FSBI SCCS of A. N. Bakulev of The Ministry of Health,gov
206860,Oulunkaaren kuntayhtymä,gov
206879,Ministry of Electricity and Water,gov
206918,Department for Work and Pensions,gov
206977,STATE SERVICE OF SPECIAL COMMUNICATION AND INFORMATIO...,gov
207263,TUBITAK-BILGEM,gov
207275,Gemeente Gooise Meren,gov
207282,HUS Group,gov
207316,Danmarks Eksport- og Investeringsfond,gov
207894,Gemeente Sudwest-Fryslan,gov
208096,Serviciul de Telecomunicatii Speciale,gov
208153,Nationaal Cyber Security Centrum (NCSC-NL),gov
208237,Naestved Kommune,gov
208240,Gemeente Rotterdam,gov
208284,"Latvian Environment, Geology and Meteorology Centre",gov
208508,"Landeshauptstadt Dresden, EB IT Dienstleistungen Dresden",gov
208551,Aabenraa Kommune,gov
208605,Government of Magadan Region,gov
208654,Gemeente Gouda,gov
208740,Bundesministerium fuer europaeische und international...,gov
208820,DEPARTEMENT DE LA SEINE-SAINT-DENIS,gov
208973,Gemeente Haarlem,gov
209125,Kobenhavn Kommune,gov
209171,Turkiye Cumhuriyeti Icisleri Bakanligi,gov
209175,Kringvarp Foroya,gov
209374,The Central Bank of the Republic of Azerbaijan,gov
209457,Etela-Pohjanmaan Hyvinvointialue,gov
209511,STATE UNITARY ENTERPRISE OF THE CITY OF MOSCOW MOSGO...,gov
209676,Vmware International Unlimited Company,gov
209682,Finavia Oyj,gov
209721,Gemeente Schiedam,gov
210140,GAVLEBORGS LANS LANDSTING,gov
210213,Latvia State Radio and Television Centre (State ICT),gov
210229,Ministry of Environment and Water,gov
210591,Latvia State Radio and Televi (National Armed Forces),gov
210592,Fintraffic Tie Oy,gov
210822,OFICIUL DE STAT PENTRU INVENTII SI MARCI,gov
210872,NATO SUPPORT AND PROCUREMENT AGENCY,gov
211080,Ministry of Economy of Republic of Kosovo,gov
211319,breitbandmessung.de,gov
211452,Kanton Appenzell Ausserrhoden,gov
211589,Ríkisútvarpið Ohf,gov
211734,Vegagerðin,gov
211799,Taivalkosken kunta,gov
211875,Government of Jersey,gov
211929,Kuusamon kaupunki,gov
212106,Departementenes Digitaliseringsorganisasjon (DIO),gov
212151,Gemeente Den Helder,gov
212157,baten-lastendienst Logius,gov
212398,Ministry of Environmental Protection and Agriculture ...,gov
212428,Vejle Kommune,gov
212542,SE Diia,gov
212778,Gemeente Leeuwarden,gov
213009,Department of Information Technology of the Dnipro Ci...,gov
213065,Uitvoeringsinstituut werknemersverzekeringen,gov
213099,Gemeente Hilversum,gov
213158,Nittedal Kommune,gov
213206,Ministry of Internal Affairs (Kosovo),gov
213238,Bundesministerium des Innern und fuer Heimat,gov
213283,Bundesministerium des Innern und fuer Heimat,gov
213317,SIEA,gov
213417,Trabzon Buyuksehir Belediyesi,gov
213680,Ministry of Foreign Affairs,gov
214945,Ministerstvo zahranicnich veci Ceske Republiky,gov
214966,Wetterskip Fryslan,gov
215215,Bergen kommune,gov
215324,Latvijas Republikas Satversmes tiesa,gov
215608,Samgöngustofa,gov
215776,Kansaneläkelaitos,gov
262264,SECRETARIA DE GOBIERNO DE AMBIENTE Y DESARROLLO SUSTENTABLE,gov
262486,PRODAM Processamento de Dados Amazonas S.A,gov
262655,Tribunal Regional do Trabalho 5a Região,gov
262679,Governo do Estado de Mato Grosso do Sul,gov
262714,Empresa Municipal de Informatica s/a,gov
262882,Prefeitura Municipal de Bauru,gov
263023,INST DE TECN EM INF E INF DO EST DE AL,gov
263198,Instituto Nacional de Vitivinicultura,gov
263261,TRIBUNAL REGIONAL DO TRABALHO DA 3A REGIAO,gov
263406,Procuradoria Geral de Justiça de Minas Gerais,gov
263638,Prefeitura de Cuiabá,gov
263639,AMAZONAS TRIBUNAL DE JUSTICA,gov
263850,Tribunal Regional do Trabalho 17ª Região,gov
263857,Tribunal de Contas da União,gov
263876,SUPERIOR TRIBUNAL DE JUSTICA,gov
263953,Tribunal de Justiça de Santa Catarina,gov
264019,Tribunal de Justiça do Estado de Rondônia,gov
264080,MINISTERIO DE MINAS E ENERGIA,gov
264087,FUNDACAO PAULISTA DE TECNOLOGIA E EDUCACAO,gov
264102,Tribunal Regional do Trabalho 9ª Região,gov
264313,PROCURADORIA GERAL DE JUSTICA DE RORAIMA,gov
264338,Companhia de Processamento de Dados da Paraiba,gov
264423,Departamento de Trânsito do Estado do Pará,gov
264467,TRIBUNAL SUPERIOR DO TRABALHO,gov
264468,Conselho Nacional de Justiça,gov
264469,CONSELHO DA JUSTICA FEDERAL,gov
264476,Tribunal Regional do Trabalho 13a. Regiao,gov
264481,TRIBUNAL REGIONAL DO TRABALHO - 8A REGIAO,gov
264495,MUNICÍPIO DE BOA VISTA,gov
264694,EGOVERNMENT UNIT,gov
264808,Gobierno de Mendoza - Ministerio de Hacienda,gov
264916,BAHIA TRIBUNAL DE JUSTICA,gov
265020,FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE,gov
265049,MUNICIPIO DE FRANCA,gov
265064,Agência de Tecnologia da Informação do Piauí ATI,gov
265071,SECRETARIA DA FAZENDA DO ESTADO DO PIAUI,gov
265073,MUNICIPIO DE BARRA DO CHOCA,gov
265212,TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL,gov
265375,Justica Federal de Primeiro Grau no RS,gov
265431,TRIBUNAL REGIONAL DO TRABALHO-14a.REGIÃO,gov
265450,Justica Federal de Primeiro Grau no Parana,gov
265589,Gobierno del Estado de Morelos,gov
265939,TRIBUNAL REGIONAL DO TRABALHO DA 16A. REGIAO,gov
265994,ESTADO DO MARANHAO - SEGOV,gov
266031,PRESIDÊNCIA DA REPÚBLICA,gov
266432,Tribunal Regional Federal da 4ª Região,gov
266495,MUNICIPIO DE ARIQUEMES,gov
267086,MUNICIPIO DE ESTANCIA,gov
267230,TRIBUNAL REGIONAL DO TRABALHO DA 22a REGIÃO,gov
267310,COMPANHIA NACIONAL DE ABASTECIMENTO,gov
267392,RIO GRANDE DO SUL PROCURADORIA GERAL DE JUSTICA,gov
267509,Tribunal Regional Federal,gov
267525,TRIBUNAL DE CONTAS DO ESTADO DO PARANA,gov
267534,TRIBUNAL REGIONAL DO TRABALHO - 23 REGIAO,gov
267626,Tribunal de Justica de Goias,gov
267932,CENTRAL INFORMATION TECHNOLOGY OFFICE (CITO),gov
268014,Tribunal de Justiça do Estado do Rio de Janeiro,gov
268178,TRIBUNAL DE JUSTIÇA DO ESTADO DE ALAGOAS,gov
268220,SECRETARIA EXECUTIVA DE FAZENDA,gov
268293,Tribunal Regional do Trabalho - 11ª Região,gov
268507,Prefeitura de Balneário Camboriú,gov
268639,Tribunal Regional do Trabalho da 15ª Região,gov
268758,Prefeitura Municipal de Sapiranga,gov
268889,JUSTICA FED DE PRIM INST SECAO JUD DO CEARA,gov
269045,JUSTICA FEDERAL NO RIO GRANDE DO NORTE,gov
269175,SECRETARIA MUNICIPAL DE PLANEJAMENTO ORCAMENTO E G,gov
269191,Prefeitura Municipal de Joinville,gov
269209,Tribunal Regional do Trabalho da 21ª Região,gov
269324,PREFEITURA MUNICIPAL DE MARÍLIA,gov
269346,Secretaria de Estado de Desenvolvimento e Inovacao,gov
269404,Departamento de Trânsito do Estado - DETRAN/RJ,gov
269498,Prefeitura Municipal de Lajeado,gov
269549,Ministério Público Estadual de Mato Grosso do Sul,gov
269607,SERGIPE MINISTERIO PUBLICO,gov
269613,Município de Ponta Grossa,gov
269801,MINISTERIO DE HACIENDA Y FINANZAS,gov
270308,MUNICIPIO DE MACAE,gov
270327,SECRETARIA MUNICIPAL DE GESTAO - SEMGE,gov
270328,Justiça Federal de 1º instância em Pernambuco,gov
270681,Tribunal de Justiça do Estado da Paraíba,gov
270710,Centro de Computação da Aeronáutica de Brasília,gov
271029,Estado de Roraima,gov
271145,Piauí Link LTDA,gov
271246,MINISTÉRIO PÚBLICO DO ESTADO DE SANTA CATARINA,gov
271467,RIO GRANDE DO SUL DEFENSORIA PUBLICA DO EST. DO RS,gov
272336,Secretaría de Relaciones Exteriores,gov
327795,e-Government Authority,gov
327861,Department of ICT Government of Seychelles,gov
327903,"Ministry of Information and Communications, Governmen...",gov
328316,Point dAtterissement Virtuel - Burkina Faso,gov
328665,Zambia Revenue Authority,gov
393228,City of Vineland Board of Education,gov
393281,City of Huntington Beach,gov
393308,City of Iowa City,gov
393313,"THE INSTITUTE FOR INTERGOVERNMENTAL RESEARCH, INC.",gov
393341,Spokane County,gov
393352,CITY OF LAREDO,gov
393535,Fort Bend County,gov
393555,"City of Baltimore, Mayors Office of Information Technology",gov
393638,City of Mesquite Texas,gov
393661,County of Nevada,gov
393759,"City of Austin, Texas",gov
393777,State of WA Secretary of State,gov
393799,City of Odessa,gov
393819,Lackawanna County Government,gov
393956,City of Richmond,gov
393993,City of Daytona Beach,gov
393998,Elk Grove Village Police Department,gov
394015,Mikmaw Kinamatnewey,gov
394020,Lexington-Fayette Urban County Government,gov
394165,"City of Greenville, NC",gov
394216,Pueblo County Government,gov
394238,GENERAL COUNCIL ON FINANCE AND ADMINISTRATION OF THE ...,gov
394240,City of Walnut Creek,gov
394286,City of Johnson City,gov
394366,City of Saskatoon,gov
394411,Department of Public Health,gov
394426,City of Maricopa,gov
394438,City of Prineville,gov
394465,Sussex County Government,gov
394534,City of Chicago,gov
394613,City of Griffin,gov
394633,Ascension Technologies,gov
394712,New York State Office of the State Comptroller,gov
394748,City of Fort Collins,gov
394755,City of Rock Hill SC,gov
394850,City of Cape Coral,gov
394942,City of Fontana,gov
394985,"City of Hudson, Ohio",gov
395005,City of Easton,gov
395134,City of Davis,gov
395272,City of Montreal,gov
395386,The City of Moncton,gov
395399,City of Montreal,gov
395411,"City of Smyrna, GA",gov
